Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM 1K,LSRAM 18K,Chip Globals,PLL,DLL,Transceiver Lanes,Transceiver PCIe
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/mstctrlBlk[1].mstctrl/trnscon/Primitives,23,9,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/mstctrlBlk[2].mstctrl/depck/Primitives,12,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/mstctrlBlk[2].mstctrl/depck/genblk1[2].u_MstAdrDec/Primitives,2,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/mstctrlBlk[2].mstctrl/depck/genblk1[3].u_MstAdrDec/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/mstctrlBlk[2].mstctrl/depck/genblk1[4].u_MstAdrDec/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/mstctrlBlk[2].mstctrl/trnscon/Primitives,19,9,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/rrArb.rrArb/Primitives,15,11,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.awcon/trgmx/Primitives,104,59,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.derr/Primitives,42,38,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[0].rdcon/rdFif.rdFif/Primitives,27,9,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[0].rdcon/rdFif.rdFif/genblk1.DPFF/Primitives,10,15,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[0].rdcon/rdFif.reqQual/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[0].rdcon/rdmx/Primitives,332,7,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[1].rdcon/Primitives,20,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[1].rdcon/rdFif.rdFif/Primitives,23,9,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[1].rdcon/rdFif.rdFif/genblk1.DPFF/Primitives,10,15,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[1].rdcon/rdFif.reqQual/Primitives,2,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[1].rdcon/rdmx/Primitives,338,7,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[2].rdcon/rdFif.rdFif/Primitives,26,9,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[2].rdcon/rdFif.rdFif/genblk1.DPFF/Primitives,10,15,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[2].rdcon/rdFif.reqQual/Primitives,2,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rDCon/MD.genblk1[2].rdcon/rdmx/Primitives,308,7,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rcon/rrArb/Primitives,43,16,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.rcon/slmx/Primitives,47,7,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/Primitives,6,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[0].wrDMux/Primitives,18,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[0].wrFif/Primitives,32,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[0].wrFif/genblk1.DPFF/Primitives,8,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[1].wrDMux/Primitives,6,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[1].wrFif/Primitives,17,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[1].wrFif/genblk1.DPFF/Primitives,8,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[2].wrDMux/Primitives,7,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[2].wrFif/Primitives,17,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[2].wrFif/genblk1.DPFF/Primitives,8,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[3].wrDMux/Primitives,6,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[3].wrFif/Primitives,737,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[3].wrFif/genblk1.DPFF/Primitives,223,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[4].wrDMux/Primitives,6,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[4].wrFif/Primitives,18,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[4].wrFif/genblk1.DPFF/Primitives,8,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[5].wrDMux/Primitives,7,0,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[5].wrFif/Primitives,17,10,0,0,0,0,0,0,0,0,0,0,0
AXI4_Interconnect_0/AXI4_Interconnect_0/axicb/cb.wDCon/iWrConXB.iWrConFif[5].wrFif/genblk1.DPFF/Primitives,8,10,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AHBtoAPB_0/AHBtoAPB_0/U_AhbToApbSM/Primitives,61,11,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AHBtoAPB_0/AHBtoAPB_0/U_ApbAddrData/Primitives,29,120,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AHBtoAPB_0/AHBtoAPB_0/U_PenableScheduler/Primitives,2,2,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_AHBMasterCtrl/Primitives,943,198,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_AXIOutReg/Primitives,0,6,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_AXISlaveCtrl/Primitives,330,75,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_AXISlaveCtrl/U_WSRTBAddrOffset/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_AXISlaveCtrl/U_WSTRBPopCntr/Primitives,35,0,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_AXISlaveCtrl/U_readByteCnt/Primitives,56,0,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_rdFIFORAM/Primitives,0,69,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_rdFIFORAM/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_rdFIFORAM/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_rdFIFORAM/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_rdFIFORAM/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_rdFIFORAM/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_rdFIFORAM/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_wrFIFORAM/Primitives,0,69,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_wrFIFORAM/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_wrFIFORAM/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_wrFIFORAM/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_wrFIFORAM/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_wrFIFORAM/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/AXItoAHBL_0/AXItoAHBL_0/U_wrFIFORAM/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
AXItoAPB_0/Core_AHBL_0/Core_AHBL_0/matrix4x16/masterstage_0/Primitives,77,48,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/Core_AHBL_0/Core_AHBL_0/matrix4x16/masterstage_0/default_slave_sm/Primitives,2,1,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/Core_AHBL_0/Core_AHBL_0/matrix4x16/slavestage_0/Primitives,64,1,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/Core_AHBL_0/Core_AHBL_0/matrix4x16/slavestage_0/slave_arbiter/Primitives,3,3,0,0,0,0,0,0,0,0,0,0,0
AXItoAPB_0/Core_APB_0/Core_APB_0/Primitives,2,0,0,0,0,0,0,0,0,0,0,0,0
CCC_111MHz_0/CCC_111MHz_0/Primitives,0,0,0,0,0,0,0,0,1,1,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/MstConvertor_loop[0].mstrconv/rgsl/genblk1.awrs/Primitives,13,20,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/MstConvertor_loop[0].mstrconv/rgsl/genblk2.arrs/Primitives,13,20,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/MstConvertor_loop[0].mstrconv/rgsl/genblk3.rrs/Primitives,12,18,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/MstConvertor_loop[0].mstrconv/rgsl/genblk4.wrs/Primitives,37,68,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/MstConvertor_loop[0].mstrconv/rgsl/genblk5.brs/Primitives,2,2,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk1.awrs/Primitives,13,20,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk2.arrs/Primitives,13,20,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk3.rrs/Primitives,12,18,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk4.wrs/Primitives,37,68,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk5.brs/Primitives,2,2,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCRd/Primitives,57,30,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCRd/rdDataFif/Primitives,42,15,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCRd/rdDataFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCRd/rdIdFif/Primitives,21,7,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCWr/Primitives,60,31,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCWr/wrDataFif/Primitives,38,15,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXILtePC/SlvPCWr/wrLenFif/Primitives,24,7,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreAXI4_Lite_0/CoreAXI4_Lite_0/arst_aclk_sync/Primitives,0,2,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAI00OI/Primitives,1048,523,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAO0IOI/CAXI4DMAIIIlI/Primitives,0,0,36,36,0,0,0,1,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAO0IOI/CAXI4DMAIOIlI/Primitives,0,0,36,36,0,0,0,1,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAO0IOI/CAXI4DMAOIIlI/Primitives,0,0,36,36,0,0,0,1,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAO0IOI/CAXI4DMAOOIlI/Primitives,0,0,36,36,0,0,0,1,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAO0IOI/CAXI4DMAlOIlI/Primitives,0,0,36,36,0,0,0,1,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAO0IOI/Primitives,309,263,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAI0I1I/Primitives,21,1,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAIOO1I/CAXI4DMAI10Il/Primitives,13,7,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAIOO1I/Primitives,100,17,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAO0O1I/Primitives,257,174,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAOOl1I/CAXI4DMAI01Ol/Primitives,72,200,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAOOl1I/CAXI4DMAO0OIl/Primitives,66,101,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAOOl1I/CAXI4DMAO1IIl/Primitives,64,56,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAOOl1I/CAXI4DMAOI1Ol/Primitives,228,70,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAOOl1I/CAXI4DMAlOIIl/Primitives,208,95,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAOOl1I/CAXI4DMAllIIl/Primitives,116,139,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAOOl1I/Primitives,22,27,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAl110I/CAXI4DMAII11I/Primitives,21,13,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAl110I/Primitives,8,4,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAIIO0l_CAXI4DMAIIO0l_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_6/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAOlO0l_CAXI4DMAOlO0l_0_7/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAlIO0l_CAXI4DMAlIO0l_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAlIO0l_CAXI4DMAlIO0l_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAlIO0l_CAXI4DMAlIO0l_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAlIO0l_CAXI4DMAlIO0l_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAlIO0l_CAXI4DMAlIO0l_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/CAXI4DMAlIO0l_CAXI4DMAlIO0l_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAlOI0I/Primitives,273,8,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/CAXI4DMAll1lI/Primitives,3,5,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/Primitives,2,6,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAOOlOI/CAXI4DMAllI1I/genblk1.CAXI4DMAlIO0I/Primitives,13,4,0,0,0,0,0,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAl00OI/CAXI4DMAOO10_CAXI4DMAOO10_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
CoreDMA_IO_CTRL_0/CoreDMA_Controller_0/CoreDMA_Controller_0/CAXI4DMAl00OI/CAXI4DMAOO10_CAXI4DMAOO10_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0,0
